node	ref	book	ph_type	text	token	clause	classi	time	time_etcbc	time_pos	time_pl	time_sffx	preposition	leading_prep	trailing_prep	tokenized_prep	extended_prep	bare	øanchor	genitive	definite	quantified	quant_str	cardinal	qualitative	qual_str	demonstrative	demon_str	demon_dist	ordinal	ord_str	cl_kind	verb	tense	verb_lex
1448771	2 Sam 23:14	2_Samuel	cont	אָ֣ז 	אז	וְדָוִ֖ד אָ֣ז בַּמְּצוּדָ֑ה 	single.bare.øanchor	אז	>Z	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		NC	False		
1448772	2 Sam 23:14	2_Samuel	cont	אָ֖ז 	אז	וּמַצַּ֣ב פְּלִשְׁתִּ֔ים אָ֖ז בֵּ֥ית לָֽחֶם׃ 	single.bare.øanchor	אז	>Z	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		NC	False		
1448773	2 Sam 23:20	2_Samuel	prep_ph	בְּיֹ֥ום הַשָּֽׁלֶג׃ 	ב.יום.ה.שׁלג	וְהִכָּ֧ה אֶֽת־הָאֲרִ֛י בְּתֹ֥וךְ הַבֹּ֖אר בְּיֹ֥ום הַשָּֽׁלֶג׃ 	single.prep.genitive	יום	JWM/	subs	False	False	True	ב	ב	ב	False	False	False	True	False	False		False	False		False			False		VC	True	qtl	נכה
1448774	2 Sam 24:8	2_Samuel	prep_ph	מִקְצֵ֨ה תִשְׁעָ֧ה חֳדָשִׁ֛ים 	מן.קצה.תשׁע.חדשׁ	וַיָּבֹ֜אוּ מִקְצֵ֨ה תִשְׁעָ֧ה חֳדָשִׁ֛ים וְעֶשְׂרִ֥ים יֹ֖ום יְרוּשָׁלִָֽם׃ 	single.component.prep.øanchor.quantified.cardinal	חדשׁ	XDC=/	subs	True	False	True	מן	קצה	מן.קצה	True	False	True	False	False	True	תִשְׁעָ֧ה 	True	False		False			False		VC	True	wyqtl	בוא
1448774	2 Sam 24:8	2_Samuel	numb_ph	עֶשְׂרִ֥ים יֹ֖ום 	עשׂרים.יום	וַיָּבֹ֜אוּ מִקְצֵ֨ה תִשְׁעָ֧ה חֳדָשִׁ֛ים וְעֶשְׂרִ֥ים יֹ֖ום יְרוּשָׁלִָֽם׃ 	single.component.øanchor.quantified.cardinal	יום	JWM/	subs	False	False	False				False	False	True	False	False	True	עֶשְׂרִ֥ים 	True	False		False			False		VC	True	wyqtl	בוא
1448775	2 Sam 24:10	2_Samuel	prep_ph	אַחֲרֵי־כֵ֖ן 	אחר.כן	וַיַּ֤ךְ לֵב־דָּוִד֙ אֹתֹ֔ו אַחֲרֵי־כֵ֖ן 	single.prep.bare.øanchor	כן	KN	advb	False	False	True	אחר	אחר	אחר	False	True	True	False	False	False		False	False		False			False		VC	True	wyqtl	נכה
1448776	2 Sam 24:10	2_Samuel	cont	עַתָּ֣ה 	עתה	וְעַתָּ֣ה 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1448777	2 Sam 24:11	2_Samuel	prep_ph	בַּבֹּ֑קֶר פ 	ב.ה.בקר	וַיָּ֥קָם דָּוִ֖ד בַּבֹּ֑קֶר פ 	single.prep.definite	בקר	BQR=/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	קום
1448778	2 Sam 24:13	2_Samuel	numb_ph	שֶֽׁבַע שָׁנִ֣ים׀ 	שׁבע.שׁנה	הֲתָבֹ֣וא לְךָ֣ שֶֽׁבַע שָׁנִ֣ים׀ רָעָ֣ב׀ בְּאַרְצֶ֡ךָ 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	True	False	False				False	False	True	False	False	True	שֶֽׁבַע 	True	False		False			False		VC	True	yqtl	בוא
1448779	2 Sam 24:13	2_Samuel	numb_ph	שְׁלֹשָׁ֣ה חֳ֠דָשִׁים 	שׁלשׁ.חדשׁ	אִם־שְׁלֹשָׁ֣ה חֳ֠דָשִׁים נֻסְךָ֙ לִפְנֵֽי־צָרֶ֜יךָ 	single.øanchor.quantified.cardinal	חדשׁ	XDC=/	subs	True	False	False				False	False	True	False	False	True	שְׁלֹשָׁ֣ה 	True	False		False			False		VC	True	infc	נוס
1448780	2 Sam 24:13	2_Samuel	numb_ph	שְׁלֹ֨שֶׁת יָמִ֥ים 	שׁלשׁ.יום	וְאִם־הֱ֠יֹות שְׁלֹ֨שֶׁת יָמִ֥ים דֶּ֨בֶר֙ בְּאַרְצֶ֔ךָ 	single.øanchor.quantified.cardinal	יום	JWM/	subs	True	False	False				False	False	True	False	False	True	שְׁלֹ֨שֶׁת 	True	False		False			False		VC	True	infc	היה
1448781	2 Sam 24:15	2_Samuel	prep_ph	מֵהַבֹּ֖קֶר 	מן.ה.בקר	וַיִּתֵּ֨ן יְהוָ֥ה דֶּ֨בֶר֙ בְּיִשְׂרָאֵ֔ל מֵהַבֹּ֖קֶר וְעַד־עֵ֣ת מֹועֵ֑ד 	single.component.prep.definite	בקר	BQR=/	subs	False	False	True	מן	מן	מן	False	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	נתן
1448781	2 Sam 24:15	2_Samuel	prep_ph	עַד־עֵ֣ת מֹועֵ֑ד 	עד.עת.מועד	וַיִּתֵּ֨ן יְהוָ֥ה דֶּ֨בֶר֙ בְּיִשְׂרָאֵ֔ל מֵהַבֹּ֖קֶר וְעַד־עֵ֣ת מֹועֵ֑ד 	single.component.prep.genitive	עת	<T/	subs	False	False	True	עד	עד	עד	False	False	False	True	False	False		False	False		False			False		VC	True	wyqtl	נתן
1448782	2 Sam 24:18	2_Samuel	prep_ph	בַּיֹּ֣ום הַה֑וּא 	ב.ה.יום.ה.הוא	וַיָּבֹא־גָ֥ד אֶל־דָּוִ֖ד בַּיֹּ֣ום הַה֑וּא 	single.prep.definite.def_apposition.demonstrative	יום	JWM/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		True	הוא	far	False		VC	True	wyqtl	בוא
1448783	1 Kgs 1:6	1_Kings	prep_ph	מִיָּמָיו֙ 	מן.יום	וְלֹֽא־עֲצָבֹ֨ו אָבִ֤יו מִיָּמָיו֙ 	single.prep.suffix	יום	JWM/	subs	True	True	True	מן	מן	מן	False	False	False	False	False	False		False	False		False			False		VC	True	qtl	עצב
1448784	1 Kgs 1:12	1_Kings	cont	עַתָּ֕ה 	עתה	וְעַתָּ֕ה 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1448785	1 Kgs 1:18	1_Kings	cont	עַתָּ֕ה 	עתה	וְעַתָּ֕ה 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1448786	1 Kgs 1:18	1_Kings	cont	עַתָּ֛ה 	עתה	וְעַתָּ֛ה לֹ֥א יָדָֽעְתָּ׃ 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	qtl	ידע
1448787	1 Kgs 1:25	1_Kings	defi_ph	הַיֹּ֗ום 	ה.יום	כִּ֣י׀ יָרַ֣ד הַיֹּ֗ום 	single.definite	יום	JWM/	subs	False	False	False				False	False	False	False	True	False		False	False		False			False		VC	True	qtl	ירד
1448788	1 Kgs 1:30	1_Kings	attrib_ph	הַיֹּ֥ום הַזֶּֽה׃ 	ה.יום.ה.זה	כִּ֛י כֵּ֥ן אֶעֱשֶׂ֖ה הַיֹּ֥ום הַזֶּֽה׃ 	single.definite.def_apposition.demonstrative	יום	JWM/	subs	False	False	False				False	False	False	False	True	False		False	False		True	זה	near	False		VC	True	yqtl	עשׂה
1448789	1 Kgs 1:31	1_Kings	prep_ph	לְעֹלָֽם׃ פ 	ל.עולם	יְחִ֗י אֲדֹנִ֛י הַמֶּ֥לֶךְ דָּוִ֖ד לְעֹלָֽם׃ פ 	single.prep.bare.øanchor	עולם	<WLM/	subs	False	False	True	ל	ל	ל	False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	חיה
1448790	1 Kgs 1:48	1_Kings	defi_ph	הַיֹּ֛ום 	ה.יום	אֲשֶׁ֨ר נָתַ֥ן הַיֹּ֛ום 	single.definite	יום	JWM/	subs	False	False	False				False	False	False	False	True	False		False	False		False			False		VC	True	qtl	נתן
1448791	1 Kgs 1:51	1_Kings	prep_ph	כַיֹּום֙ 	כ.ה.יום	יִשָּֽׁבַֽע־לִ֤י כַיֹּום֙ הַמֶּ֣לֶךְ שְׁלֹמֹ֔ה 	single.prep.definite	יום	JWM/	subs	False	False	True	כ	כ	כ	False	False	False	False	True	False		False	False		False			False		VC	True	yqtl	שׁבע
1448792	1 Kgs 2:8	1_Kings	prep_ph	בְּיֹ֖ום לֶכְתִּ֣י מַחֲנָ֑יִם 	ב.יום.הלך.מחנים	וְה֤וּא קִֽלְלַ֨נִי֙ קְלָלָ֣ה נִמְרֶ֔צֶת בְּיֹ֖ום 	single.prep.genitive	יום	JWM/	subs	False	False	True	ב	ב	ב	False	False	False	True	False	False		False	False		False			False		VC	True	qtl	קלל
1448793	1 Kgs 2:9	1_Kings	cont	עַתָּה֙ 	עתה	וְעַתָּה֙ 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1448794	1 Kgs 2:11	1_Kings	numb_ph	שֶׁ֣בַע שָׁנִ֔ים 	שׁבע.שׁנה	בְּחֶבְרֹ֤ון מָלַךְ֙ שֶׁ֣בַע שָׁנִ֔ים 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	True	False	False				False	False	True	False	False	True	שֶׁ֣בַע 	True	False		False			False		VC	True	qtl	מלך
1448795	1 Kgs 2:11	1_Kings	numb_ph	שְׁלֹשִׁ֥ים וְשָׁלֹ֖שׁ שָׁנִֽים׃ 	שׁלשׁ.ו.שׁלשׁ.שׁנה	וּבִירוּשָׁלִַ֣ם מָלַ֔ךְ שְׁלֹשִׁ֥ים וְשָׁלֹ֖שׁ שָׁנִֽים׃ 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	True	False	False				False	False	True	False	False	True	שְׁלֹשִׁ֥ים וְשָׁלֹ֖שׁ 	True	False		False			False		VC	True	qtl	מלך
1448796	1 Kgs 2:16	1_Kings	cont	עַתָּ֗ה 	עתה	וְעַתָּ֗ה 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1448797	1 Kgs 2:24	1_Kings	cont	עַתָּ֗ה 	עתה	וְעַתָּ֗ה 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1448798	1 Kgs 2:24	1_Kings	defi_ph	הַיֹּ֔ום 	ה.יום	כִּ֣י הַיֹּ֔ום יוּמַ֖ת אֲדֹנִיָּֽהוּ׃ 	single.definite	יום	JWM/	subs	False	False	False				False	False	False	False	True	False		False	False		False			False		VC	True	yqtl	מות
1448799	1 Kgs 2:26	1_Kings	prep_ph	בַיֹּ֨ום הַזֶּ֜ה 	ב.ה.יום.ה.זה	וּבַיֹּ֨ום הַזֶּ֜ה לֹ֣א אֲמִיתֶ֗ךָ 	single.prep.definite.def_apposition.demonstrative	יום	JWM/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		True	זה	near	False		VC	True	yqtl	מות
1448800	1 Kgs 2:33	1_Kings	prep_ph	לְעֹלָ֑ם 	ל.עולם	וְשָׁ֤בוּ דְמֵיהֶם֙ בְּרֹ֣אשׁ יֹואָ֔ב וּבְרֹ֥אשׁ זַרְעֹ֖ו לְעֹלָ֑ם 	single.prep.bare.øanchor	עולם	<WLM/	subs	False	False	True	ל	ל	ל	False	True	True	False	False	False		False	False		False			False		VC	True	wqtl	שׁוב
1448801	1 Kgs 2:33	1_Kings	prep_ph	עַד־עֹולָ֖ם 	עד.עולם	וּלְדָוִ֡ד וּ֠לְזַרְעֹו וּלְבֵיתֹ֨ו וּלְכִסְאֹ֜ו יִהְיֶ֥ה שָׁלֹ֛ום עַד־עֹולָ֖ם מֵעִ֥ם יְהוָֽה׃ 	single.prep.bare.øanchor	עולם	<WLM/	subs	False	False	True	עד	עד	עד	False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	היה
1448802	1 Kgs 2:37	1_Kings	prep_ph	בְּיֹ֣ום צֵאתְךָ֗ 	ב.יום.יצא	בְּיֹ֣ום יָדֹ֥עַ תֵּדַ֖ע 	single.prep.genitive	יום	JWM/	subs	False	False	True	ב	ב	ב	False	False	False	True	False	False		False	False		False			False		VC	True	yqtl	ידע
1448803	1 Kgs 2:38	1_Kings	numb_ph	יָמִ֥ים רַבִּֽים׃ ס 	יום.רב	וַיֵּ֧שֶׁב שִׁמְעִ֛י בִּירוּשָׁלִַ֖ם יָמִ֥ים רַבִּֽים׃ ס 	single.øanchor.quantified.qualitative	יום	JWM/	subs	True	False	False				False	False	True	False	False	True	רַבִּֽים׃ ס 	False	True	רב	False			False		VC	True	wyqtl	ישׁב
1448804	1 Kgs 2:39	1_Kings	prep_ph	מִקֵּץ֙ שָׁלֹ֣שׁ שָׁנִ֔ים 	מן.קץ.שׁלשׁ.שׁנה	וַיְהִ֗י מִקֵּץ֙ שָׁלֹ֣שׁ שָׁנִ֔ים 	single.prep.øanchor.quantified.cardinal	שׁנה	CNH/	subs	True	False	True	מן	קץ	מן.קץ	True	False	True	False	False	True	שָׁלֹ֣שׁ 	True	False		False			False		VC	True	wyqtl	היה
1448805	1 Kgs 2:42	1_Kings	prep_ph	בְּיֹ֣ום צֵאתְךָ֗ 	ב.יום.יצא	בְּיֹ֣ום יָדֹ֥עַ תֵּדַ֖ע 	single.prep.genitive	יום	JWM/	subs	False	False	True	ב	ב	ב	False	False	False	True	False	False		False	False		False			False		VC	True	yqtl	ידע
1448806	1 Kgs 2:45	1_Kings	prep_ph	עַד־עֹולָֽם׃ 	עד.עולם	וְכִסֵּ֣א דָוִ֗ד יִהְיֶ֥ה נָכֹ֛ון לִפְנֵ֥י יְהוָ֖ה עַד־עֹולָֽם׃ 	single.prep.bare.øanchor	עולם	<WLM/	subs	False	False	True	עד	עד	עד	False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	היה
1448807	1 Kgs 3:2	1_Kings	prep_ph	עַ֖ד הַיָּמִ֥ים הָהֵֽם׃ פ 	עד.ה.יום.ה.הם	כִּ֠י לֹא־נִבְנָ֥ה בַ֨יִת֙ לְשֵׁ֣ם יְהוָ֔ה עַ֖ד הַיָּמִ֥ים הָהֵֽם׃ פ 	single.prep.definite.def_apposition.demonstrative	יום	JWM/	subs	True	False	True	עד	עד	עד	False	False	False	False	True	False		False	False		True	הם	far	False		VC	True	qtl	בנה
1448808	1 Kgs 3:5	1_Kings	defi_ph	הַלָּ֑יְלָה 	ה.לילה	בְּגִבְעֹ֗ון נִרְאָ֧ה יְהֹוָ֛ה אֶל־שְׁלֹמֹ֖ה בַּחֲלֹ֣ום הַלָּ֑יְלָה 	single.definite	לילה	LJLH/	subs	False	False	False				False	False	False	False	True	False		False	False		False			False		VC	True	qtl	ראה
1448809	1 Kgs 3:6	1_Kings	prep_ph	כַּיֹּ֥ום הַזֶּֽה׃ 	כ.ה.יום.ה.זה	כַּיֹּ֥ום הַזֶּֽה׃ 	single.prep.definite.def_apposition.demonstrative	יום	JWM/	subs	False	False	True	כ	כ	כ	False	False	False	False	True	False		False	False		True	זה	near	False		NC	False		
1448810	1 Kgs 3:7	1_Kings	cont	עַתָּה֙ 	עתה	וְעַתָּה֙ 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1448811	1 Kgs 3:12	1_Kings	prep_ph	לְפָנֶ֔יךָ 	ל.פנה	אֲשֶׁ֤ר כָּמֹ֨וךָ֙ לֹא־הָיָ֣ה לְפָנֶ֔יךָ 	single.prep.suffix	פנה	PNH/	subs	True	True	True	ל	ל	ל	False	False	False	False	False	False		False	False		False			False		VC	True	qtl	היה
1448812	1 Kgs 3:12	1_Kings	prep_ph	אַחֲרֶ֖יךָ 	אחר	וְאַחֲרֶ֖יךָ לֹא־יָק֥וּם כָּמֹֽוךָ׃ 	single.prep.suffix	אחר	>XR/	subs	True	True	True				False	False	False	False	False	False		False	False		False			False		VC	True	yqtl	קום
1448813	1 Kgs 3:13	1_Kings	numb_ph	כָּל־יָמֶֽיךָ׃ 	כל.יום	גַּם־עֹ֖שֶׁר גַּם־כָּבֹ֑וד כָּל־יָמֶֽיךָ׃ 	single.quantified.qualitative	יום	JWM/	subs	True	True	False				False	False	False	False	False	True	כָּל־	False	True	כל	False			False		WP	False		
1448814	1 Kgs 3:16	1_Kings	cont	אָ֣ז 	אז	אָ֣ז תָּבֹ֗אנָה שְׁתַּ֛יִם נָשִׁ֥ים זֹנֹ֖ות אֶל־הַמֶּ֑לֶךְ 	single.bare.øanchor	אז	>Z	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	בוא
1448815	1 Kgs 3:18	1_Kings	prep_ph	בַּיֹּ֤ום הַשְּׁלִישִׁי֙ 	ב.ה.יום.ה.שׁלישׁי	וַיְהִ֞י בַּיֹּ֤ום הַשְּׁלִישִׁי֙ 	single.prep.definite.def_apposition.ordinal	יום	JWM/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			True	שׁלישׁי	VC	True	wyqtl	היה
1448816	1 Kgs 3:19	1_Kings	cont	לָ֑יְלָה 	לילה	וַיָּ֛מָת בֶּן־הָאִשָּׁ֥ה הַזֹּ֖את לָ֑יְלָה 	single.bare.øanchor	לילה	LJLH/	subs	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	wyqtl	מות
1448817	1 Kgs 3:20	1_Kings	prep_ph	בְּתֹ֨וךְ הַלַּ֜יְלָה 	ב.תוך.ה.לילה	וַתָּקָם֩ בְּתֹ֨וךְ הַלַּ֜יְלָה 	single.prep.definite	לילה	LJLH/	subs	False	False	True	ב	תוך	ב.תוך	True	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	קום
1448818	1 Kgs 3:21	1_Kings	prep_ph	בַּבֹּ֛קֶר 	ב.ה.בקר	וָאָקֻ֥ם בַּבֹּ֛קֶר 	single.prep.definite	בקר	BQR=/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	קום
1448819	1 Kgs 3:21	1_Kings	prep_ph	בַּבֹּ֔קֶר 	ב.ה.בקר	וָאֶתְבֹּונֵ֤ן אֵלָיו֙ בַּבֹּ֔קֶר 	single.prep.definite	בקר	BQR=/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	wyqtl	בין
1448820	1 Kgs 5:1	1_Kings	numb_ph	כָּל־יְמֵ֥י חַיָּֽיו׃ פ 	כל.יום.חיים	וְעֹבְדִ֥ים אֶת־שְׁלֹמֹ֖ה כָּל־יְמֵ֥י חַיָּֽיו׃ פ 	single.genitive.quantified.qualitative	יום	JWM/	subs	True	False	False				False	False	False	True	False	True	כָּל־	False	True	כל	False			False		VC	True	ptcp	עבד
1448821	1 Kgs 5:2	1_Kings	prep_ph	לְיֹ֣ום אֶחָ֑ד 	ל.יום.אחד	וַיְהִ֥י לֶֽחֶם־שְׁלֹמֹ֖ה לְיֹ֣ום אֶחָ֑ד שְׁלֹשִׁ֥ים כֹּר֙ סֹ֔לֶת וְשִׁשִּׁ֥ים כֹּ֖ר קָֽמַח׃ 	single.prep.øanchor.quantified.cardinal	יום	JWM/	subs	False	False	True	ל	ל	ל	False	False	True	False	False	True	אֶחָ֑ד 	True	False		False			False		VC	True	wyqtl	היה
1448822	1 Kgs 5:5	1_Kings	numb_ph	כֹּ֖ל יְמֵ֥י שְׁלֹמֹֽה׃ ס 	כל.יום.שׁלמה	וַיֵּשֶׁב֩ יְהוּדָ֨ה וְיִשְׂרָאֵ֜ל לָבֶ֗טַח מִדָּ֖ן וְעַד־בְּאֵ֣ר שָׁ֑בַע כֹּ֖ל יְמֵ֥י שְׁלֹמֹֽה׃ ס 	single.genitive.quantified.qualitative	יום	JWM/	subs	True	False	False				False	False	False	True	False	True	כֹּ֖ל 	False	True	כל	False			False		VC	True	wyqtl	ישׁב
1448823	1 Kgs 5:7	1_Kings	cont	חָדְשֹׁ֑ו 	חדשׁ	וְכִלְכְּלוּ֩ הַנִּצָּבִ֨ים הָאֵ֜לֶּה אֶת־הַמֶּ֣לֶךְ שְׁלֹמֹ֗ה וְאֵ֧ת כָּל־אִ֣ישׁ חָדְשֹׁ֑ו 	single.suffix	חדשׁ	XDC=/	subs	False	True	False				False	False	False	False	False	False		False	False		False			False		VC	True	qtl	כול
1448824	1 Kgs 5:15	1_Kings	numb_ph	כָּל־הַיָּמִֽים׃ ס 	כל.ה.יום	לְדָוִ֖ד כָּל־הַיָּמִֽים׃ ס 	single.definite.quantified.qualitative	יום	JWM/	subs	True	False	False				False	False	False	False	True	True	כָּל־	False	True	כל	False			False		NC	False		
1448825	1 Kgs 5:18	1_Kings	cont	עַתָּ֕ה 	עתה	וְעַתָּ֕ה הֵנִ֨יחַ יְהוָ֧ה אֱלֹהַ֛י לִ֖י מִסָּבִ֑יב 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	qtl	נוח
1448826	1 Kgs 5:20	1_Kings	cont	עַתָּ֡ה 	עתה	וְעַתָּ֡ה 	single.bare.øanchor	עתה	<TH	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		WP	False		
1448827	1 Kgs 5:21	1_Kings	defi_ph	הַיֹּ֔ום 	ה.יום	בָּר֤וּךְ יְהוָה֙ הַיֹּ֔ום 	single.definite	יום	JWM/	subs	False	False	False				False	False	False	False	True	False		False	False		False			False		NC	False		
1448828	1 Kgs 5:25	1_Kings	cont	שָׁנָ֥ה 	שׁנה	כֹּֽה־יִתֵּ֧ן שְׁלֹמֹ֛ה לְחִירָ֖ם שָׁנָ֥ה בְשָׁנָֽה׃ פ 	single.component.bare.øanchor	שׁנה	CNH/	subs	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	נתן
1448828	1 Kgs 5:25	1_Kings	prep_ph	בְשָׁנָֽה׃ פ 	ב.שׁנה	כֹּֽה־יִתֵּ֧ן שְׁלֹמֹ֛ה לְחִירָ֖ם שָׁנָ֥ה בְשָׁנָֽה׃ פ 	single.component.prep.bare.øanchor	שׁנה	CNH/	subs	False	False	True	ב	ב	ב	False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	נתן
1448829	1 Kgs 5:28	1_Kings	cont	חֹ֚דֶשׁ 	חדשׁ	חֹ֚דֶשׁ יִהְי֣וּ בַלְּבָנֹ֔ון 	single.bare.øanchor	חדשׁ	XDC=/	subs	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	היה
1448830	1 Kgs 5:28	1_Kings	numb_ph	שְׁנַ֥יִם חֳדָשִׁ֖ים 	שׁנים.חדשׁ	שְׁנַ֥יִם חֳדָשִׁ֖ים בְּבֵיתֹ֑ו 	single.øanchor.quantified.cardinal	חדשׁ	XDC=/	subs	True	False	False				False	False	True	False	False	True	שְׁנַ֥יִם 	True	False		False			False		NC	False		
1448832	1 Kgs 6:37	1_Kings	prep_ph	בַּשָּׁנָה֙ הָֽרְבִיעִ֔ית 	ב.ה.שׁנה.ה.רביעי	בַּשָּׁנָה֙ הָֽרְבִיעִ֔ית יֻסַּ֖ד בֵּ֣ית יְהוָ֑ה בְּיֶ֖רַח זִֽו׃ 	single.prep.definite.def_apposition.ordinal	שׁנה	CNH/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			True	רביעי	VC	True	qtl	יסד
1448833	1 Kgs 6:37	1_Kings	prep_ph	בְּיֶ֖רַח זִֽו׃ 	ב.ירח.זו	בַּשָּׁנָה֙ הָֽרְבִיעִ֔ית יֻסַּ֖ד בֵּ֣ית יְהוָ֑ה בְּיֶ֖רַח זִֽו׃ 	single.prep.genitive	ירח	JRX/	subs	False	False	True	ב	ב	ב	False	False	False	True	False	False		False	False		False			False		VC	True	qtl	יסד
1448834	1 Kgs 6:38	1_Kings	prep_ph	בַשָּׁנָה֩ הָאַחַ֨ת עֶשְׂרֵ֜ה 	ב.ה.שׁנה.ה.אחד.עשׂרה	וּבַשָּׁנָה֩ הָאַחַ֨ת עֶשְׂרֵ֜ה בְּיֶ֣רַח בּ֗וּל כָּלָ֣ה הַבַּ֔יִת לְכָל־דְּבָרָ֖יו וּלְכָל־מִשְׁפָּטָ֑יו 	single.component.prep.definite.def_apposition	שׁנה	CNH/	subs	False	False	True	ב	ב	ב	False	False	False	False	True	False		False	False		False			False		VC	True	qtl	כלה
1448834	1 Kgs 6:38	1_Kings	prep_ph	בְּיֶ֣רַח בּ֗וּל 	ב.ירח.בול	וּבַשָּׁנָה֩ הָאַחַ֨ת עֶשְׂרֵ֜ה בְּיֶ֣רַח בּ֗וּל כָּלָ֣ה הַבַּ֔יִת לְכָל־דְּבָרָ֖יו וּלְכָל־מִשְׁפָּטָ֑יו 	single.component.prep.genitive	ירח	JRX/	subs	False	False	True	ב	ב	ב	False	False	False	True	False	False		False	False		False			False		VC	True	qtl	כלה
1448835	1 Kgs 6:38	1_Kings	numb_ph	שֶׁ֥בַע שָׁנִֽים׃ 	שׁבע.שׁנה	וַיִּבְנֵ֖הוּ שֶׁ֥בַע שָׁנִֽים׃ 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	True	False	False				False	False	True	False	False	True	שֶׁ֥בַע 	True	False		False			False		VC	True	wyqtl	בנה
1448836	1 Kgs 7:1	1_Kings	numb_ph	שְׁלֹ֥שׁ עֶשְׂרֵ֖ה שָׁנָ֑ה 	שׁלשׁ.עשׂרה.שׁנה	וְאֶת־בֵּיתֹו֙ בָּנָ֣ה שְׁלֹמֹ֔ה שְׁלֹ֥שׁ עֶשְׂרֵ֖ה שָׁנָ֑ה 	single.øanchor.quantified.cardinal	שׁנה	CNH/	subs	False	False	False				False	False	True	False	False	True	שְׁלֹ֥שׁ עֶשְׂרֵ֖ה 	True	False		False			False		VC	True	qtl	בנה
1448837	1 Kgs 7:24	1_Kings	prep_ph	בִּיצֻקָתֹֽו׃ 	ב.יצקה	שְׁנֵ֤י טוּרִים֙ הַפְּקָעִ֔ים יְצֻקִ֖ים בִּיצֻקָתֹֽו׃ 	single.prep.suffix	יצקה	JYQH/	subs	False	True	True	ב	ב	ב	False	False	False	False	False	False		False	False		False			False		VC	True	ptcp	יצק
1448838	1 Kgs 8:1	1_Kings	cont	אָ֣ז 	אז	אָ֣ז יַקְהֵ֣ל שְׁלֹמֹ֣ה אֶת־זִקְנֵ֣י יִשְׂרָאֵ֡ל אֶת־כָּל־רָאשֵׁ֣י הַמַּטֹּות֩ נְשִׂיאֵ֨י הָאָבֹ֜ות לִבְנֵ֧י יִשְׂרָאֵ֛ל אֶל־הַמֶּ֥לֶךְ שְׁלֹמֹ֖ה יְרוּשָׁלִָ֑ם 	single.bare.øanchor	אז	>Z	advb	False	False	False				False	True	True	False	False	False		False	False		False			False		VC	True	yqtl	קהל
1448839	1 Kgs 8:2	1_Kings	prep_ph	בְּיֶ֥רַח הָאֵֽתָנִ֖ים 	ב.ירח.ה.איתן	וַיִּקָּ֨הֲל֜וּ אֶל־הַמֶּ֤לֶךְ שְׁלֹמֹה֙ כָּל־אִ֣ישׁ יִשְׂרָאֵ֔ל בְּיֶ֥רַח הָאֵֽתָנִ֖ים בֶּחָ֑ג 	single.component.prep.genitive	ירח	JRX/	subs	False	False	True	ב	ב	ב	False	False	False	True	False	False		False	False		False			False		VC	True	wyqtl	קהל
